1	389151	3891.510	4272	3549 
2	381169	3811.690	4111	3529 
3	372676	3726.760	4000	3467 
4	366094	3660.940	3961	3467 
5	358105	3581.050	3908	3408 
6	353970	3539.700	3869	3326 
7	349678	3496.780	3781	3326 
8	345505	3455.050	3640	3255 
9	339039	3390.390	3640	3255 
10	333508	3335.080	3543	3243 
11	331987	3319.870	3443	3212 
12	329448	3294.480	3411	3144 
13	326703	3267.030	3487	3124 
14	323158	3231.580	3381	3120 
15	331423	3314.230	3554	3107 
16	316681	3166.810	3460	3104 
17	314877	3148.770	3294	3079 
18	313692	3136.920	3232	3076 
19	316506	3165.060	3386	3059 
20	311956	3119.560	3296	3032 
21	311323	3113.230	3266	3032 
22	309692	3096.920	3188	2981 
23	307548	3075.480	3198	2966 
24	306119	3061.190	3267	2943 
25	304944	3049.440	3175	2943 
26	298749	2987.490	3147	2942 
27	297313	2973.130	3104	2885 
28	297201	2972.010	3050	2885 
29	293059	2930.590	3092	2883 
30	291972	2919.720	3015	2882 
31	291775	2917.750	3156	2878 
32	292479	2924.790	3055	2878 
33	295928	2959.280	3092	2875 
34	290187	2901.870	3003	2845 
35	289181	2891.810	2973	2845 
36	286730	2867.300	3009	2795 
37	286858	2868.580	2972	2792 
38	286822	2868.220	2947	2787 
39	286729	2867.290	2996	2787 
40	283987	2839.870	3014	2768 
41	281892	2818.920	3022	2761 
42	282769	2827.690	3029	2745 
43	281662	2816.620	3076	2745 
44	280347	2803.470	2979	2735 
45	279562	2795.620	2980	2707 
46	277818	2778.180	2912	2707 
47	274608	2746.080	2890	2706 
48	275782	2757.820	2913	2706 
49	273943	2739.430	2851	2693 
50	275806	2758.060	2942	2690 
51	273177	2731.770	2879	2657 
52	274743	2747.430	2825	2657 
53	267664	2676.640	2832	2645 
54	267469	2674.690	2848	2637 
55	268870	2688.700	2836	2637 
56	267483	2674.830	2801	2621 
57	266508	2665.080	2888	2600 
58	264447	2644.470	2799	2600 
59	263427	2634.270	2739	2587 
60	263650	2636.500	2745	2587 
61	262065	2620.650	2748	2581 
62	262241	2622.410	2763	2576 
63	262536	2625.360	2746	2566 
64	260196	2601.960	2790	2543 
65	259489	2594.890	2786	2542 
66	259374	2593.740	2720	2541 
67	257033	2570.330	2672	2534 
68	257872	2578.720	2751	2499 
69	256939	2569.390	2695	2498 
70	256482	2564.820	2729	2483 
71	256472	2564.720	2796	2483 
72	257901	2579.010	2680	2483 
73	252746	2527.460	2752	2483 
74	249402	2494.020	2624	2433 
75	251154	2511.540	2819	2433 
76	249987	2499.870	2664	2433 
77	245287	2452.870	2582	2424 
78	254354	2543.540	2715	2419 
79	245261	2452.610	2614	2419 
80	244396	2443.960	2606	2408 
81	245412	2454.120	2714	2408 
82	244925	2449.250	2672	2402 
83	245283	2452.830	2688	2384 
84	245462	2454.620	2642	2383 
85	244677	2446.770	2587	2383 
86	242955	2429.550	2559	2353 
87	242362	2423.620	2568	2353 
88	241754	2417.540	2565	2353 
89	241827	2418.270	2623	2347 
90	238955	2389.550	2566	2347 
91	239036	2390.360	2626	2344 
92	239381	2393.810	2587	2332 
93	239421	2394.210	2585	2332 
94	237549	2375.490	2497	2314 
95	237044	2370.440	2557	2308 
96	237746	2377.460	2558	2308 
97	236469	2364.690	2503	2308 
98	233066	2330.660	2506	2308 
99	233235	2332.350	2447	2295 
100	236469	2364.690	2596	2295 
101	233646	2336.460	2484	2295 
102	233274	2332.740	2537	2295 
103	231987	2319.870	2516	2289 
104	232161	2321.610	2540	2289 
